n,SeriesName,gender,unit,SeriesCode,CountryName,CountryCode,year,value
2565,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Benin,BEN,2011,49
2566,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Benin,BEN,2011,31
2569,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Bolivia,BOL,2011,7
2570,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Bolivia,BOL,2011,6
2571,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Botswana,BWA,2011,57
2572,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Botswana,BWA,2011,51
2575,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Burkina Faso,BFA,2011,48
2576,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Burkina Faso,BFA,2011,27
2579,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cabo Verde,CPV,2011,49
2580,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cabo Verde,CPV,2011,26
2589,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Chile,CHL,2011,36
2590,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Chile,CHL,2011,41
2591,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Colombia,COL,2011,20
2592,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Colombia,COL,2011,19
2601,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cote d'Ivoire,CIV,2011,24
2602,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cote d'Ivoire,CIV,2011,17
2605,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cuba,CUB,2011,37
2606,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cuba,CUB,2011,35
2609,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Denmark,DNK,2011,67
2610,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Denmark,DNK,2011,69
2625,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Ethiopia,ETH,2011,46
2626,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Ethiopia,ETH,2011,45
2627,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Fiji,FJI,2011,23
2628,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Fiji,FJI,2011,17
2629,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,France,FRA,2011,76
2630,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,France,FRA,2011,77
2639,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Greece,GRC,2011,44
2640,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Greece,GRC,2011,48
2649,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Haiti,HTI,2011,27
2650,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Haiti,HTI,2011,25
2651,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Honduras,HND,2011,36
2652,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Honduras,HND,2011,29
2653,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Iceland,ISL,2011,75
2654,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Iceland,ISL,2011,83
2655,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,India,IND,2011,21
2656,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,India,IND,2011,18
2657,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Indonesia,IDN,2011,5
2658,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Indonesia,IDN,2011,6
2661,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Jamaica,JAM,2011,24
2662,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Jamaica,JAM,2011,25
2665,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Kenya,KEN,2011,43
2666,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Kenya,KEN,2011,37
2669,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Latvia,LVA,2011,11
2670,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Latvia,LVA,2011,13
2671,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Lebanon,LBN,2011,37
2672,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Lebanon,LBN,2011,27
2681,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Luxembourg,LUX,2011,59
2682,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Luxembourg,LUX,2011,55
2685,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Malawi,MWI,2011,41
2686,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Malawi,MWI,2011,31
2687,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Malaysia,MYS,2011,35
2688,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Malaysia,MYS,2011,17
2689,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mali,MLI,2011,40
2690,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mali,MLI,2011,19
2695,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mexico,MEX,2011,30
2696,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mexico,MEX,2011,28
2699,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mongolia,MNG,2011,9
2700,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mongolia,MNG,2011,12
2703,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Morocco,MAR,2011,20
2704,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Morocco,MAR,2011,22
2705,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Myanmar,MMR,2011,18
2706,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Myanmar,MMR,2011,14
2709,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Nepal,NPL,2011,25
2710,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Nepal,NPL,2011,19
2711,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Netherlands,NLD,2011,66
2712,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Netherlands,NLD,2011,78
2713,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,New Zealand,NZL,2011,58
2714,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,New Zealand,NZL,2011,73
2719,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Nigeria,NGA,2011,27
2720,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Nigeria,NGA,2011,22
2721,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Norway,NOR,2011,95
2722,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Norway,NOR,2011,92
2725,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Pakistan,PAK,2011,5
2726,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Pakistan,PAK,2011,2
2729,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Paraguay,PRY,2011,29
2730,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Paraguay,PRY,2011,23
2731,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Peru,PER,2011,33
2732,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Peru,PER,2011,46
2735,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Rwanda,RWA,2011,49
2736,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Rwanda,RWA,2011,45
2737,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Sao Tome and Principe,STP,2011,29
2738,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Sao Tome and Principe,STP,2011,18
2739,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Senegal,SEN,2011,43
2740,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Senegal,SEN,2011,19
2745,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Singapore,SGP,2011,28
2746,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Singapore,SGP,2011,41
2749,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,South Africa,ZAF,2011,35
2750,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,South Africa,ZAF,2011,28
2751,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,South Sudan,SSD,2011,3
2752,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,South Sudan,SSD,2011,2
2753,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Spain,ESP,2011,79
2754,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Spain,ESP,2011,65
2755,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Sri Lanka,LKA,2011,6
2756,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Sri Lanka,LKA,2011,11
2763,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Tanzania,TZA,2011,22
2764,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Tanzania,TZA,2011,17
2765,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Thailand,THA,2011,43
2766,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Thailand,THA,2011,39
2767,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Timor-Leste,TLS,2011,13
2768,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Timor-Leste,TLS,2011,5
2773,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Tunisia,TUN,2011,19
2774,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Tunisia,TUN,2011,9
2775,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uganda,UGA,2011,24
2776,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uganda,UGA,2011,29
2777,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Ukraine,UKR,2011,11
2778,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Ukraine,UKR,2011,11
2779,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uruguay,URY,2011,41
2780,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uruguay,URY,2011,29
2781,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uzbekistan,UZB,2011,31
2782,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uzbekistan,UZB,2011,12
2785,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Vietnam,VNM,2011,30
2786,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Vietnam,VNM,2011,27
2791,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Zambia,ZMB,2011,41
2792,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Zambia,ZMB,2011,40
2793,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Zimbabwe,ZWE,2011,45
2794,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Zimbabwe,ZWE,2011,32
2795,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Afghanistan,AFG,2012,3
2796,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Afghanistan,AFG,2012,3
2803,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Argentina,ARG,2012,54
2804,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Argentina,ARG,2012,51
2805,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Australia,AUS,2012,63
2806,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Australia,AUS,2012,57
2819,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Benin,BEN,2012,52
2820,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Benin,BEN,2012,34
2823,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Bolivia,BOL,2012,12
2824,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Bolivia,BOL,2012,12
2825,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Botswana,BWA,2012,66
2826,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Botswana,BWA,2012,54
2829,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Burkina Faso,BFA,2012,51
2830,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Burkina Faso,BFA,2012,29
2833,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cabo Verde,CPV,2012,56
2834,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cabo Verde,CPV,2012,32
2843,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Chile,CHL,2012,42
2844,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Chile,CHL,2012,44
2845,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Colombia,COL,2012,28
2846,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Colombia,COL,2012,25
2855,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cote d'Ivoire,CIV,2012,28
2856,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cote d'Ivoire,CIV,2012,19
2859,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cuba,CUB,2012,42
2860,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cuba,CUB,2012,38
2863,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Denmark,DNK,2012,70
2864,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Denmark,DNK,2012,72
2879,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Ethiopia,ETH,2012,53
2880,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Ethiopia,ETH,2012,46
2881,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Fiji,FJI,2012,32
2882,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Fiji,FJI,2012,25
2883,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,France,FRA,2012,77
2884,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,France,FRA,2012,77
2893,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Greece,GRC,2012,45
2894,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Greece,GRC,2012,49
2903,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Haiti,HTI,2012,36
2904,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Haiti,HTI,2012,28
2905,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Honduras,HND,2012,40
2906,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Honduras,HND,2012,32
2907,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Iceland,ISL,2012,75
2908,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Iceland,ISL,2012,83
2909,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,India,IND,2012,26
2910,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,India,IND,2012,22
2911,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Indonesia,IDN,2012,6
2912,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Indonesia,IDN,2012,7
2915,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Jamaica,JAM,2012,27
2916,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Jamaica,JAM,2012,28
2919,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Kenya,KEN,2012,47
2920,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Kenya,KEN,2012,40
2923,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Latvia,LVA,2012,12
2924,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Latvia,LVA,2012,14
2925,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Lebanon,LBN,2012,38
2926,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Lebanon,LBN,2012,28
2935,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Luxembourg,LUX,2012,62
2936,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Luxembourg,LUX,2012,60
2939,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Malawi,MWI,2012,52
2940,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Malawi,MWI,2012,37
2941,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Malaysia,MYS,2012,35
2942,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Malaysia,MYS,2012,17
2943,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mali,MLI,2012,38
2944,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mali,MLI,2012,18
2949,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mexico,MEX,2012,31
2950,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mexico,MEX,2012,40
2953,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mongolia,MNG,2012,12
2954,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mongolia,MNG,2012,11
2957,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Morocco,MAR,2012,27
2958,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Morocco,MAR,2012,26
2959,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Myanmar,MMR,2012,24
2960,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Myanmar,MMR,2012,18
2963,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Nepal,NPL,2012,29
2964,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Nepal,NPL,2012,24
2965,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Netherlands,NLD,2012,69
2966,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Netherlands,NLD,2012,78
2967,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,New Zealand,NZL,2012,59
2968,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,New Zealand,NZL,2012,70
2973,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Nigeria,NGA,2012,39
2974,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Nigeria,NGA,2012,22
2975,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Norway,NOR,2012,95
2976,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Norway,NOR,2012,91
2979,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Pakistan,PAK,2012,7
2980,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Pakistan,PAK,2012,3
2983,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Paraguay,PRY,2012,30
2984,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Paraguay,PRY,2012,29
2985,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Peru,PER,2012,41
2986,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Peru,PER,2012,56
2989,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Rwanda,RWA,2012,57
2990,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Rwanda,RWA,2012,51
2991,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Sao Tome and Principe,STP,2012,35
2992,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Sao Tome and Principe,STP,2012,24
2993,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Senegal,SEN,2012,40
2994,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Senegal,SEN,2012,19
2999,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Singapore,SGP,2012,34
3000,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Singapore,SGP,2012,46
3003,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,South Africa,ZAF,2012,43
3004,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,South Africa,ZAF,2012,35
3005,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,South Sudan,SSD,2012,4
3006,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,South Sudan,SSD,2012,3
3007,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Spain,ESP,2012,80
3008,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Spain,ESP,2012,68
3009,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Sri Lanka,LKA,2012,8
3010,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Sri Lanka,LKA,2012,13
3017,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Tanzania,TZA,2012,35
3018,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Tanzania,TZA,2012,25
3019,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Thailand,THA,2012,48
3020,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Thailand,THA,2012,42
3021,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Timor-Leste,TLS,2012,15
3022,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Timor-Leste,TLS,2012,10
3027,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Tunisia,TUN,2012,14
3028,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Tunisia,TUN,2012,11
3029,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uganda,UGA,2012,36
3030,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uganda,UGA,2012,32
3031,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Ukraine,UKR,2012,17
3032,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Ukraine,UKR,2012,18
3033,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uruguay,URY,2012,38
3034,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uruguay,URY,2012,28
3035,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uzbekistan,UZB,2012,11
3036,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uzbekistan,UZB,2012,4
3039,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Vietnam,VNM,2012,38
3040,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Vietnam,VNM,2012,30
3045,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Zambia,ZMB,2012,43
3046,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Zambia,ZMB,2012,47
3047,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Zimbabwe,ZWE,2012,51
3048,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Zimbabwe,ZWE,2012,38
3049,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Afghanistan,AFG,2013,3
3050,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Afghanistan,AFG,2013,4
3057,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Argentina,ARG,2013,56
3058,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Argentina,ARG,2013,53
3059,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Australia,AUS,2013,73
3060,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Australia,AUS,2013,61
3073,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Benin,BEN,2013,45
3074,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Benin,BEN,2013,30
3077,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Bolivia,BOL,2013,15
3078,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Bolivia,BOL,2013,15
3079,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Botswana,BWA,2013,69
3080,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Botswana,BWA,2013,61
3083,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Burkina Faso,BFA,2013,56
3084,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Burkina Faso,BFA,2013,32
3087,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cabo Verde,CPV,2013,62
3088,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cabo Verde,CPV,2013,37
3097,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Chile,CHL,2013,46
